source	target	ligand	receptor	prob	pval	interaction_name	interaction_name_2	pathway_name	annotation	evidence
Cytotoxic NK/T cells	Cytotoxic NK/T cells	CD6	ALCAM	1.31681811194749e-05	0	CD6_ALCAM	CD6 - ALCAM	CD6	Cell-Cell Contact	PMID: 23602662
Naive T cells	Cytotoxic NK/T cells	CD6	ALCAM	8.63633916439521e-05	0	CD6_ALCAM	CD6 - ALCAM	CD6	Cell-Cell Contact	PMID: 23602662
Cytotoxic NK/T cells	Naive T cells	CD6	ALCAM	8.63633916439521e-05	0	CD6_ALCAM	CD6 - ALCAM	CD6	Cell-Cell Contact	PMID: 23602662
Naive T cells	Naive T cells	CD6	ALCAM	0.000566413489347882	0	CD6_ALCAM	CD6 - ALCAM	CD6	Cell-Cell Contact	PMID: 23602662
Cytotoxic NK/T cells	Cytotoxic NK/T cells	CD86	CD28	3.28687034290468e-09	0	CD86_CD28	CD86 - CD28	CD86	Cell-Cell Contact	PMID: 23954143
Naive T cells	Cytotoxic NK/T cells	CD86	CD28	1.78325371613052e-08	0	CD86_CD28	CD86 - CD28	CD86	Cell-Cell Contact	PMID: 23954143
Cytotoxic NK/T cells	Naive T cells	CD86	CD28	1.86084081238785e-08	0	CD86_CD28	CD86 - CD28	CD86	Cell-Cell Contact	PMID: 23954143
B progenitor cells 5	B progenitor cells 5	CD99	CD99	0.00364285571867527	0	CD99_CD99	CD99 - CD99	CD99	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	B progenitor cells 5	CD99	CD99	0.00181410871217313	0	CD99_CD99	CD99 - CD99	CD99	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Cytotoxic NK/T cells	CD99	CD99	0.00181410871217313	0	CD99_CD99	CD99 - CD99	CD99	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	Cytotoxic NK/T cells	CD99	CD99	0.000883020151223817	0	CD99_CD99	CD99 - CD99	CD99	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	B progenitor cells 5	CDH1	CDH1	2.40925588597251e-09	0	CDH1_CDH1	CDH1 - CDH1	CDH	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	B progenitor cells 5	CDH1	CDH1	1.02519541653133e-08	0	CDH1_CDH1	CDH1 - CDH1	CDH	Cell-Cell Contact	KEGG: hsa04514
Naive T cells	B progenitor cells 5	CDH1	CDH1	5.76931259129159e-09	0	CDH1_CDH1	CDH1 - CDH1	CDH	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Cytotoxic NK/T cells	CDH1	CDH1	1.02519541653133e-08	0	CDH1_CDH1	CDH1 - CDH1	CDH	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	Cytotoxic NK/T cells	CDH1	CDH1	4.36243906373861e-08	0	CDH1_CDH1	CDH1 - CDH1	CDH	Cell-Cell Contact	KEGG: hsa04514
Naive T cells	Cytotoxic NK/T cells	CDH1	CDH1	2.45497973055806e-08	0	CDH1_CDH1	CDH1 - CDH1	CDH	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Naive T cells	CDH1	CDH1	5.76931259129159e-09	0	CDH1_CDH1	CDH1 - CDH1	CDH	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	Naive T cells	CDH1	CDH1	2.45497973055806e-08	0	CDH1_CDH1	CDH1 - CDH1	CDH	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	B progenitor cells 5	CDH1	ITGA2_ITGB1	2.17150391285587e-07	0	CDH1_ITGA1_ITGB1	CDH1 - (ITGA1+ITGB1)	CDH1	Cell-Cell Contact	PMID: 12392763
Cytotoxic NK/T cells	B progenitor cells 5	CDH1	ITGA2_ITGB1	9.23984890857711e-07	0	CDH1_ITGA1_ITGB1	CDH1 - (ITGA1+ITGB1)	CDH1	Cell-Cell Contact	PMID: 12392763
Naive T cells	B progenitor cells 5	CDH1	ITGA2_ITGB1	5.20000714582645e-07	0.04	CDH1_ITGA1_ITGB1	CDH1 - (ITGA1+ITGB1)	CDH1	Cell-Cell Contact	PMID: 12392763
B progenitor cells 5	Cytotoxic NK/T cells	CDH1	ITGA2_ITGB1	1.68396085607782e-07	0	CDH1_ITGA1_ITGB1	CDH1 - (ITGA1+ITGB1)	CDH1	Cell-Cell Contact	PMID: 12392763
Cytotoxic NK/T cells	Cytotoxic NK/T cells	CDH1	ITGA2_ITGB1	7.16532293505184e-07	0	CDH1_ITGA1_ITGB1	CDH1 - (ITGA1+ITGB1)	CDH1	Cell-Cell Contact	PMID: 12392763
Naive T cells	Cytotoxic NK/T cells	CDH1	ITGA2_ITGB1	4.03250922589783e-07	0.04	CDH1_ITGA1_ITGB1	CDH1 - (ITGA1+ITGB1)	CDH1	Cell-Cell Contact	PMID: 12392763
B progenitor cells 5	Naive T cells	CDH1	ITGA2_ITGB1	7.55652935079986e-08	0.01	CDH1_ITGA1_ITGB1	CDH1 - (ITGA1+ITGB1)	CDH1	Cell-Cell Contact	PMID: 12392763
Cytotoxic NK/T cells	Naive T cells	CDH1	ITGA2_ITGB1	3.21547353317586e-07	0	CDH1_ITGA1_ITGB1	CDH1 - (ITGA1+ITGB1)	CDH1	Cell-Cell Contact	PMID: 12392763
B progenitor cells 5	B progenitor cells 5	CDH1	ITGAE_ITGB7	1.44994517643405e-07	0	CDH1_ITGAE_ITGB7	CDH1 - (ITGAE+ITGB7)	CDH1	Cell-Cell Contact	PMID: 9425167
Cytotoxic NK/T cells	B progenitor cells 5	CDH1	ITGAE_ITGB7	6.16967629223525e-07	0	CDH1_ITGAE_ITGB7	CDH1 - (ITGAE+ITGB7)	CDH1	Cell-Cell Contact	PMID: 9425167
Naive T cells	B progenitor cells 5	CDH1	ITGAE_ITGB7	3.47211557055022e-07	0	CDH1_ITGAE_ITGB7	CDH1 - (ITGAE+ITGB7)	CDH1	Cell-Cell Contact	PMID: 9425167
B progenitor cells 5	B progenitor cells 5	CDH1	KLRG1	1.20462800857263e-09	0	CDH1_KLRG1	CDH1 - KLRG1	CDH1	Cell-Cell Contact	PMID: 19604491
Cytotoxic NK/T cells	B progenitor cells 5	CDH1	KLRG1	5.12597865115252e-09	0	CDH1_KLRG1	CDH1 - KLRG1	CDH1	Cell-Cell Contact	PMID: 19604491
Naive T cells	B progenitor cells 5	CDH1	KLRG1	2.88465637138385e-09	0	CDH1_KLRG1	CDH1 - KLRG1	CDH1	Cell-Cell Contact	PMID: 19604491
B progenitor cells 5	Cytotoxic NK/T cells	CDH1	KLRG1	1.9413436197968e-07	0	CDH1_KLRG1	CDH1 - KLRG1	CDH1	Cell-Cell Contact	PMID: 19604491
Cytotoxic NK/T cells	Cytotoxic NK/T cells	CDH1	KLRG1	8.2604385826005e-07	0	CDH1_KLRG1	CDH1 - KLRG1	CDH1	Cell-Cell Contact	PMID: 19604491
Naive T cells	Cytotoxic NK/T cells	CDH1	KLRG1	4.64885644866983e-07	0	CDH1_KLRG1	CDH1 - KLRG1	CDH1	Cell-Cell Contact	PMID: 19604491
B progenitor cells 5	Naive T cells	CDH1	KLRG1	2.88465637138385e-09	0	CDH1_KLRG1	CDH1 - KLRG1	CDH1	Cell-Cell Contact	PMID: 19604491
Cytotoxic NK/T cells	Naive T cells	CDH1	KLRG1	1.22749004640641e-08	0	CDH1_KLRG1	CDH1 - KLRG1	CDH1	Cell-Cell Contact	PMID: 19604491
Cytotoxic NK/T cells	Cytotoxic NK/T cells	CLEC2D	KLRB1	0.000117537418321973	0	CLEC2D_KLRB1	CLEC2D - KLRB1	CLEC	Cell-Cell Contact	PMID: 24223577
Naive T cells	Cytotoxic NK/T cells	CLEC2D	KLRB1	0.000770868049221094	0	CLEC2D_KLRB1	CLEC2D - KLRB1	CLEC	Cell-Cell Contact	PMID: 24223577
Cytotoxic NK/T cells	Cytotoxic NK/T cells	CLEC2B	KLRB1	0.000117537418321973	0	CLEC2B_KLRB1	CLEC2B - KLRB1	CLEC	Cell-Cell Contact	PMID: 24223577
B progenitor cells 5	Cytotoxic NK/T cells	CD69	KLRB1	0.000155238099670531	0	CLEC2C_KLRB1	CLEC2C - KLRB1	CLEC	Cell-Cell Contact	PMID: 24223577
Cytotoxic NK/T cells	Cytotoxic NK/T cells	CD69	KLRB1	0.000726083987013269	0	CLEC2C_KLRB1	CLEC2C - KLRB1	CLEC	Cell-Cell Contact	PMID: 24223577
Naive T cells	Cytotoxic NK/T cells	CD69	KLRB1	0.00476201497897759	0	CLEC2C_KLRB1	CLEC2C - KLRB1	CLEC	Cell-Cell Contact	PMID: 24223577
B progenitor cells 5	B progenitor cells 5	EFNA1	EPHA2	2.76606289688397e-07	0	EFNA1_EPHA2	EFNA1 - EPHA2	EPHA	Cell-Cell Contact	PMID: 15114347
Cytotoxic NK/T cells	B progenitor cells 5	EFNA1	EPHA2	2.48596615634368e-09	0	EFNA1_EPHA2	EFNA1 - EPHA2	EPHA	Cell-Cell Contact	PMID: 15114347
Naive T cells	B progenitor cells 5	EFNA1	EPHA2	1.25962822725427e-08	0	EFNA1_EPHA2	EFNA1 - EPHA2	EPHA	Cell-Cell Contact	PMID: 15114347
B progenitor cells 5	Cytotoxic NK/T cells	EFNA1	EPHA2	2.1228320161304e-08	0	EFNA1_EPHA2	EFNA1 - EPHA2	EPHA	Cell-Cell Contact	PMID: 15114347
Cytotoxic NK/T cells	Cytotoxic NK/T cells	EFNA1	EPHA2	1.90784886689112e-10	0	EFNA1_EPHA2	EFNA1 - EPHA2	EPHA	Cell-Cell Contact	PMID: 15114347
Naive T cells	Cytotoxic NK/T cells	EFNA1	EPHA2	9.66698684555996e-10	0	EFNA1_EPHA2	EFNA1 - EPHA2	EPHA	Cell-Cell Contact	PMID: 15114347
B progenitor cells 5	Naive T cells	EFNA1	EPHA2	1.04384845960008e-07	0	EFNA1_EPHA2	EFNA1 - EPHA2	EPHA	Cell-Cell Contact	PMID: 15114347
Cytotoxic NK/T cells	Naive T cells	EFNA1	EPHA2	9.38135689344835e-10	0	EFNA1_EPHA2	EFNA1 - EPHA2	EPHA	Cell-Cell Contact	PMID: 15114347
B progenitor cells 5	B progenitor cells 5	EFNA1	EPHA7	7.53202575812889e-07	0	EFNA1_EPHA7	EFNA1 - EPHA7	EPHA	Cell-Cell Contact	PMID: 15114347
Cytotoxic NK/T cells	B progenitor cells 5	EFNA1	EPHA7	6.76946272801578e-09	0	EFNA1_EPHA7	EFNA1 - EPHA7	EPHA	Cell-Cell Contact	PMID: 15114347
Naive T cells	B progenitor cells 5	EFNA1	EPHA7	3.43005748877546e-08	0	EFNA1_EPHA7	EFNA1 - EPHA7	EPHA	Cell-Cell Contact	PMID: 15114347
B progenitor cells 5	Cytotoxic NK/T cells	EFNA1	EPHA7	1.55967846759745e-09	0	EFNA1_EPHA7	EFNA1 - EPHA7	EPHA	Cell-Cell Contact	PMID: 15114347
Cytotoxic NK/T cells	Cytotoxic NK/T cells	EFNA1	EPHA7	1.40172530011686e-11	0	EFNA1_EPHA7	EFNA1 - EPHA7	EPHA	Cell-Cell Contact	PMID: 15114347
Naive T cells	Cytotoxic NK/T cells	EFNA1	EPHA7	7.10248082514601e-11	0.01	EFNA1_EPHA7	EFNA1 - EPHA7	EPHA	Cell-Cell Contact	PMID: 15114347
B progenitor cells 5	Naive T cells	EFNA1	EPHA7	8.44856015736833e-09	0	EFNA1_EPHA7	EFNA1 - EPHA7	EPHA	Cell-Cell Contact	PMID: 15114347
Cytotoxic NK/T cells	Naive T cells	EFNA1	EPHA7	7.59294981531529e-11	0.02	EFNA1_EPHA7	EFNA1 - EPHA7	EPHA	Cell-Cell Contact	PMID: 15114347
B progenitor cells 5	B progenitor cells 5	EFNA4	EPHA2	2.69154406946758e-07	0	EFNA4_EPHA2	EFNA4 - EPHA2	EPHA	Cell-Cell Contact	PMID: 15114347
Cytotoxic NK/T cells	B progenitor cells 5	EFNA4	EPHA2	4.07512822676929e-09	0	EFNA4_EPHA2	EFNA4 - EPHA2	EPHA	Cell-Cell Contact	PMID: 15114347
Naive T cells	B progenitor cells 5	EFNA4	EPHA2	2.25038779301335e-08	0	EFNA4_EPHA2	EFNA4 - EPHA2	EPHA	Cell-Cell Contact	PMID: 15114347
B progenitor cells 5	Cytotoxic NK/T cells	EFNA4	EPHA2	2.06564145760611e-08	0	EFNA4_EPHA2	EFNA4 - EPHA2	EPHA	Cell-Cell Contact	PMID: 15114347
Cytotoxic NK/T cells	Cytotoxic NK/T cells	EFNA4	EPHA2	3.12744781855428e-10	0	EFNA4_EPHA2	EFNA4 - EPHA2	EPHA	Cell-Cell Contact	PMID: 15114347
Naive T cells	Cytotoxic NK/T cells	EFNA4	EPHA2	1.72705489482328e-09	0.01	EFNA4_EPHA2	EFNA4 - EPHA2	EPHA	Cell-Cell Contact	PMID: 15114347
B progenitor cells 5	Naive T cells	EFNA4	EPHA2	1.0157264535314e-07	0	EFNA4_EPHA2	EFNA4 - EPHA2	EPHA	Cell-Cell Contact	PMID: 15114347
Cytotoxic NK/T cells	Naive T cells	EFNA4	EPHA2	1.537842159893e-09	0	EFNA4_EPHA2	EFNA4 - EPHA2	EPHA	Cell-Cell Contact	PMID: 15114347
B progenitor cells 5	B progenitor cells 5	EFNA4	EPHA7	7.32911426125562e-07	0	EFNA4_EPHA7	EFNA4 - EPHA7	EPHA	Cell-Cell Contact	PMID: 15114347
Cytotoxic NK/T cells	B progenitor cells 5	EFNA4	EPHA7	1.10968623058012e-08	0	EFNA4_EPHA7	EFNA4 - EPHA7	EPHA	Cell-Cell Contact	PMID: 15114347
Naive T cells	B progenitor cells 5	EFNA4	EPHA7	6.12796548670665e-08	0	EFNA4_EPHA7	EFNA4 - EPHA7	EPHA	Cell-Cell Contact	PMID: 15114347
B progenitor cells 5	Cytotoxic NK/T cells	EFNA4	EPHA7	1.51765960604396e-09	0	EFNA4_EPHA7	EFNA4 - EPHA7	EPHA	Cell-Cell Contact	PMID: 15114347
Cytotoxic NK/T cells	Cytotoxic NK/T cells	EFNA4	EPHA7	2.29778304099199e-11	0	EFNA4_EPHA7	EFNA4 - EPHA7	EPHA	Cell-Cell Contact	PMID: 15114347
B progenitor cells 5	Naive T cells	EFNA4	EPHA7	8.22094985655813e-09	0	EFNA4_EPHA7	EFNA4 - EPHA7	EPHA	Cell-Cell Contact	PMID: 15114347
Cytotoxic NK/T cells	Naive T cells	EFNA4	EPHA7	1.24467692189231e-10	0.03	EFNA4_EPHA7	EFNA4 - EPHA7	EPHA	Cell-Cell Contact	PMID: 15114347
B progenitor cells 5	B progenitor cells 5	EFNB2	EPHB2	1.10237618218134e-08	0	EFNB2_EPHB2	EFNB2 - EPHB2	EPHB	Cell-Cell Contact	PMID: 15114347
B progenitor cells 5	Cytotoxic NK/T cells	EFNB2	EPHB2	1.39361903060351e-08	0	EFNB2_EPHB2	EFNB2 - EPHB2	EPHB	Cell-Cell Contact	PMID: 15114347
Cytotoxic NK/T cells	Cytotoxic NK/T cells	EFNB2	EPHB2	4.5233166036923e-10	0.01	EFNB2_EPHB2	EFNB2 - EPHB2	EPHB	Cell-Cell Contact	PMID: 15114347
B progenitor cells 5	Naive T cells	EFNB2	EPHB2	7.78972550296519e-08	0	EFNB2_EPHB2	EFNB2 - EPHB2	EPHB	Cell-Cell Contact	PMID: 15114347
Cytotoxic NK/T cells	Naive T cells	EFNB2	EPHB2	2.52833735670469e-09	0.04	EFNB2_EPHB2	EFNB2 - EPHB2	EPHB	Cell-Cell Contact	PMID: 15114347
B progenitor cells 5	B progenitor cells 5	EFNB2	EPHB4	1.020905486691e-08	0	EFNB2_EPHB4	EFNB2 - EPHB4	EPHB	Cell-Cell Contact	PMID: 15114347
Cytotoxic NK/T cells	B progenitor cells 5	EFNB2	EPHB4	3.31358642484879e-10	0	EFNB2_EPHB4	EFNB2 - EPHB4	EPHB	Cell-Cell Contact	PMID: 15114347
Naive T cells	B progenitor cells 5	EFNB2	EPHB4	1.43033260755036e-09	0	EFNB2_EPHB4	EFNB2 - EPHB4	EPHB	Cell-Cell Contact	PMID: 15114347
B progenitor cells 5	Cytotoxic NK/T cells	EFNB2	EPHB4	3.31358642484882e-10	0	EFNB2_EPHB4	EFNB2 - EPHB4	EPHB	Cell-Cell Contact	PMID: 15114347
Cytotoxic NK/T cells	Cytotoxic NK/T cells	EFNB2	EPHB4	1.07550116018054e-11	0.03	EFNB2_EPHB4	EFNB2 - EPHB4	EPHB	Cell-Cell Contact	PMID: 15114347
B progenitor cells 5	Naive T cells	EFNB2	EPHB4	1.43033260755036e-09	0	EFNB2_EPHB4	EFNB2 - EPHB4	EPHB	Cell-Cell Contact	PMID: 15114347
B progenitor cells 5	Cytotoxic NK/T cells	GP1BA	ITGAM_ITGB2	3.89375761443443e-09	0	GP1BA_ITGAM_ITGB2	GP1BA - (ITGAM+ITGB2)	GP1BA	Cell-Cell Contact	PMC2194217
Cytotoxic NK/T cells	Cytotoxic NK/T cells	GP1BA	ITGAM_ITGB2	2.32167718342746e-09	0	GP1BA_ITGAM_ITGB2	GP1BA - (ITGAM+ITGB2)	GP1BA	Cell-Cell Contact	PMC2194217
Naive T cells	Cytotoxic NK/T cells	GP1BA	ITGAM_ITGB2	6.15629423415173e-09	0	GP1BA_ITGAM_ITGB2	GP1BA - (ITGAM+ITGB2)	GP1BA	Cell-Cell Contact	PMC2194217
B progenitor cells 5	Naive T cells	GP1BA	ITGAM_ITGB2	1.02914047574505e-08	0	GP1BA_ITGAM_ITGB2	GP1BA - (ITGAM+ITGB2)	GP1BA	Cell-Cell Contact	PMC2194217
Cytotoxic NK/T cells	Naive T cells	GP1BA	ITGAM_ITGB2	6.13631388294287e-09	0.02	GP1BA_ITGAM_ITGB2	GP1BA - (ITGAM+ITGB2)	GP1BA	Cell-Cell Contact	PMC2194217
Cytotoxic NK/T cells	B progenitor cells 5	ICAM1	ITGAX_ITGB2	4.96894409164873e-06	0.04	ICAM1_ITGAX_ITGB2	ICAM1 - (ITGAX+ITGB2)	ICAM	Cell-Cell Contact	PMID: 16252253
Cytotoxic NK/T cells	Cytotoxic NK/T cells	ICAM1	ITGAX_ITGB2	6.36881478609148e-05	0	ICAM1_ITGAX_ITGB2	ICAM1 - (ITGAX+ITGB2)	ICAM	Cell-Cell Contact	PMID: 16252253
Naive T cells	Cytotoxic NK/T cells	ICAM1	ITGAX_ITGB2	7.14139146625149e-05	0	ICAM1_ITGAX_ITGB2	ICAM1 - (ITGAX+ITGB2)	ICAM	Cell-Cell Contact	PMID: 16252253
Cytotoxic NK/T cells	Naive T cells	ICAM1	ITGAX_ITGB2	8.2117575694839e-05	0	ICAM1_ITGAX_ITGB2	ICAM1 - (ITGAX+ITGB2)	ICAM	Cell-Cell Contact	PMID: 16252253
Cytotoxic NK/T cells	Cytotoxic NK/T cells	ICAM1	ITGAL_ITGB2	2.52489958683568e-05	0	ICAM1_ITGAL_ITGB2	ICAM1 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
Naive T cells	Cytotoxic NK/T cells	ICAM1	ITGAL_ITGB2	2.82405446497564e-05	0	ICAM1_ITGAL_ITGB2	ICAM1 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	Naive T cells	ICAM1	ITGAL_ITGB2	2.87584836855751e-05	0	ICAM1_ITGAL_ITGB2	ICAM1 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Cytotoxic NK/T cells	ICAM2	ITGAL_ITGB2	5.20472895487122e-05	0	ICAM2_ITGAL_ITGB2	ICAM2 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	Cytotoxic NK/T cells	ICAM2	ITGAL_ITGB2	3.94072335154536e-05	0	ICAM2_ITGAL_ITGB2	ICAM2 - (ITGAL+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	B progenitor cells 5	ICAM1	ITGAM_ITGB2	2.8992061876733e-08	0.01	ICAM1_ITGAM_ITGB2	ICAM1 - (ITGAM+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	Cytotoxic NK/T cells	ICAM1	ITGAM_ITGB2	1.73557643216976e-07	0	ICAM1_ITGAM_ITGB2	ICAM1 - (ITGAM+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
Naive T cells	Cytotoxic NK/T cells	ICAM1	ITGAM_ITGB2	1.93802645555851e-07	0	ICAM1_ITGAM_ITGB2	ICAM1 - (ITGAM+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	Naive T cells	ICAM1	ITGAM_ITGB2	4.58725600158177e-07	0	ICAM1_ITGAM_ITGB2	ICAM1 - (ITGAM+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Cytotoxic NK/T cells	ICAM2	ITGAM_ITGB2	3.58162759788281e-07	0	ICAM2_ITGAM_ITGB2	ICAM2 - (ITGAM+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	Cytotoxic NK/T cells	ICAM2	ITGAM_ITGB2	2.7118037526827e-07	0	ICAM2_ITGAM_ITGB2	ICAM2 - (ITGAM+ITGB2)	ICAM	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	Cytotoxic NK/T cells	ICAM1	ITGAL	5.72370265668573e-06	0	ICAM1_ITGAL	ICAM1 - ITGAL	ICAM	Cell-Cell Contact	PMID: 23602662
Naive T cells	Cytotoxic NK/T cells	ICAM1	ITGAL	6.39367761789031e-06	0	ICAM1_ITGAL	ICAM1 - ITGAL	ICAM	Cell-Cell Contact	PMID: 23602662
Cytotoxic NK/T cells	Naive T cells	ICAM1	ITGAL	5.42583275161273e-06	0	ICAM1_ITGAL	ICAM1 - ITGAL	ICAM	Cell-Cell Contact	PMID: 23602662
B progenitor cells 5	B progenitor cells 5	ICAM1	SPN	7.26502319703598e-07	0	ICAM1_SPN	ICAM1 - SPN	ICAM	Cell-Cell Contact	PMID: 1683685
Cytotoxic NK/T cells	B progenitor cells 5	ICAM1	SPN	2.57237830944922e-05	0	ICAM1_SPN	ICAM1 - SPN	ICAM	Cell-Cell Contact	PMID: 1683685
Naive T cells	B progenitor cells 5	ICAM1	SPN	2.87607070280355e-05	0	ICAM1_SPN	ICAM1 - SPN	ICAM	Cell-Cell Contact	PMID: 1683685
Cytotoxic NK/T cells	Cytotoxic NK/T cells	ICAM1	SPN	3.14541877287663e-09	0	ICAM1_SPN	ICAM1 - SPN	ICAM	Cell-Cell Contact	PMID: 1683685
Naive T cells	Cytotoxic NK/T cells	ICAM1	SPN	3.51228371487671e-09	0	ICAM1_SPN	ICAM1 - SPN	ICAM	Cell-Cell Contact	PMID: 1683685
Cytotoxic NK/T cells	Naive T cells	ICAM1	SPN	1.33114121689572e-08	0	ICAM1_SPN	ICAM1 - SPN	ICAM	Cell-Cell Contact	PMID: 1683685
Cytotoxic NK/T cells	Cytotoxic NK/T cells	ITGB2	ICAM1	0.000110798906208117	0	ITGB2_ICAM1	ITGB2 - ICAM1	ITGB2	Cell-Cell Contact	KEGG: hsa04514
Naive T cells	Cytotoxic NK/T cells	ITGB2	ICAM1	0.000152244640019431	0	ITGB2_ICAM1	ITGB2 - ICAM1	ITGB2	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	Naive T cells	ITGB2	ICAM1	0.00012462518622987	0	ITGB2_ICAM1	ITGB2 - ICAM1	ITGB2	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	B progenitor cells 5	ITGB2	ICAM2	0.00022753423738183	0	ITGB2_ICAM2	ITGB2 - ICAM2	ITGB2	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	Cytotoxic NK/T cells	ITGB2	ICAM2	0.0001722759225891	0	ITGB2_ICAM2	ITGB2 - ICAM2	ITGB2	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	Cytotoxic NK/T cells	LCK	CD8 receptor	0.000138991925614708	0	LCK_CD8A_CD8B1	LCK - (CD8A+CD8B1)	LCK	Cell-Cell Contact	PMID: 25427562
Naive T cells	Cytotoxic NK/T cells	LCK	CD8 receptor	0.000815429553049347	0	LCK_CD8A_CD8B1	LCK - (CD8A+CD8B1)	LCK	Cell-Cell Contact	PMID: 25427562
B progenitor cells 5	Cytotoxic NK/T cells	HLA-A	CD8A	0.000452787691474662	0	HLA-A_CD8A	HLA-A - CD8A	MHC-I	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	Cytotoxic NK/T cells	HLA-A	CD8A	0.000542323639597317	0	HLA-A_CD8A	HLA-A - CD8A	MHC-I	Cell-Cell Contact	KEGG: hsa04514
Naive T cells	Cytotoxic NK/T cells	HLA-A	CD8A	0.00264088007277873	0	HLA-A_CD8A	HLA-A - CD8A	MHC-I	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	Naive T cells	HLA-A	CD8A	0.00171940203951176	0	HLA-A_CD8A	HLA-A - CD8A	MHC-I	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Cytotoxic NK/T cells	HLA-B	CD8A	0.000524625094161874	0	HLA-B_CD8A	HLA-B - CD8A	MHC-I	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	Cytotoxic NK/T cells	HLA-B	CD8A	0.000628736596328085	0	HLA-B_CD8A	HLA-B - CD8A	MHC-I	Cell-Cell Contact	KEGG: hsa04514
Naive T cells	Cytotoxic NK/T cells	HLA-B	CD8A	0.00352271480888589	0	HLA-B_CD8A	HLA-B - CD8A	MHC-I	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	Naive T cells	HLA-B	CD8A	0.00200072475160153	0	HLA-B_CD8A	HLA-B - CD8A	MHC-I	Cell-Cell Contact	KEGG: hsa04514
Naive T cells	Naive T cells	HLA-B	CD8A	0.0111660686937004	0.01	HLA-B_CD8A	HLA-B - CD8A	MHC-I	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Cytotoxic NK/T cells	HLA-C	CD8A	0.00062984364458203	0	HLA-C_CD8A	HLA-C - CD8A	MHC-I	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	Cytotoxic NK/T cells	HLA-C	CD8A	0.000563754028504622	0	HLA-C_CD8A	HLA-C - CD8A	MHC-I	Cell-Cell Contact	KEGG: hsa04514
Naive T cells	Cytotoxic NK/T cells	HLA-C	CD8A	0.00293117093043473	0	HLA-C_CD8A	HLA-C - CD8A	MHC-I	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Naive T cells	HLA-C	CD8A	0.00199133386524657	0.01	HLA-C_CD8A	HLA-C - CD8A	MHC-I	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	Naive T cells	HLA-C	CD8A	0.00178897691796468	0	HLA-C_CD8A	HLA-C - CD8A	MHC-I	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Cytotoxic NK/T cells	HLA-E	CD8A	0.000595092280246393	0	HLA-E_CD8A	HLA-E - CD8A	MHC-I	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	Cytotoxic NK/T cells	HLA-E	CD8A	0.000691922147437564	0	HLA-E_CD8A	HLA-E - CD8A	MHC-I	Cell-Cell Contact	KEGG: hsa04514
Naive T cells	Cytotoxic NK/T cells	HLA-E	CD8A	0.0041010256310776	0	HLA-E_CD8A	HLA-E - CD8A	MHC-I	Cell-Cell Contact	KEGG: hsa04514
