	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
DCTN3	2.0249699660853e-53	0.508670968807054	0.62	0.264	3.33553052813571e-49	B progenitor cells 5	DCTN3
WDR34	2.31073350809267e-53	0.490214366167215	0.649	0.28	3.80624023453025e-49	B progenitor cells 5	WDR34
RFWD3	6.24728424313808e-53	0.321488660945142	0.337	0.088	1.0290526605297e-48	B progenitor cells 5	RFWD3
DDX39A	6.44284863780866e-53	0.604632494801584	0.751	0.393	1.06126602761984e-48	B progenitor cells 5	DDX39A
UBE2I	7.27930758801914e-53	0.585243200163857	0.951	0.675	1.19904754589851e-48	B progenitor cells 5	UBE2I
PAFAH1B3	1.71838787586593e-52	0.493187283307712	0.58	0.236	2.83052850912635e-48	B progenitor cells 5	PAFAH1B3
SLC25A5	1.99404620627045e-52	0.632479014556	0.92	0.63	3.28459291096868e-48	B progenitor cells 5	SLC25A5
ACAT2	9.01779530327355e-52	0.375224722319807	0.417	0.13	1.48541124235522e-47	B progenitor cells 5	ACAT2
AC013461.1	1.3009042025862e-51	0.281159991244467	0.277	0.063	2.14284940249999e-47	B progenitor cells 5	AC013461.1
PARP2	2.28513790036891e-51	0.275882727650608	0.28	0.064	3.76407914948766e-47	B progenitor cells 5	PARP2
ALDH7A1	3.20421750851427e-51	0.272869512462626	0.277	0.063	5.2779870800247e-47	B progenitor cells 5	ALDH7A1
DNMT1	3.72689527908482e-51	0.576226379943142	0.629	0.282	6.13894190370852e-47	B progenitor cells 5	DNMT1
MRPL51	4.00852778533916e-51	0.641920501671773	0.709	0.376	6.60284696801067e-47	B progenitor cells 5	MRPL51
HMGXB4	1.38777660528217e-50	0.387080356113779	0.434	0.141	2.2859456242208e-46	B progenitor cells 5	HMGXB4
HNRNPA2B1	1.59436579516792e-50	0.517191968944024	0.994	0.956	2.6262393378006e-46	B progenitor cells 5	HNRNPA2B1
PSIP1	1.91039199518783e-50	0.569502557619237	0.689	0.333	3.14679769447339e-46	B progenitor cells 5	PSIP1
FANCA	1.91741244949156e-50	0.297974216355438	0.306	0.076	3.1583617868025e-46	B progenitor cells 5	FANCA
PPDPF	2.00245937032196e-50	0.571748725911926	0.96	0.797	3.29845107479434e-46	B progenitor cells 5	PPDPF
DUT	5.42164999502814e-50	0.818623420495965	0.863	0.597	8.93054187181035e-46	B progenitor cells 5	DUT
MIS18A	1.2764166559004e-49	0.36626028545946	0.417	0.133	2.10251351559914e-45	B progenitor cells 5	MIS18A
C14orf80	4.32183764504338e-49	0.26262592883052	0.263	0.059	7.11893096891546e-45	B progenitor cells 5	C14orf80
DONSON	7.20486753768937e-49	0.292172610722346	0.317	0.083	1.18678578080819e-44	B progenitor cells 5	DONSON
GPSM2	1.54269092662468e-48	0.30455825613371	0.297	0.075	2.54112049433618e-44	B progenitor cells 5	GPSM2
HIST2H2AC	7.91964155641895e-48	0.280442738529867	0.254	0.057	1.30452335717333e-43	B progenitor cells 5	HIST2H2AC
CKAP5	1.13831341494007e-47	0.263357611382472	0.257	0.058	1.87502985708928e-43	B progenitor cells 5	CKAP5
C12orf57	1.45691618157317e-47	0.617344525185613	0.623	0.296	2.39983233428733e-43	B progenitor cells 5	C12orf57
PTMA	2.0700391153234e-47	0.421695026710937	1	1	3.4097684307607e-43	B progenitor cells 5	PTMA
BCL2L12	4.12373843097741e-47	0.418251796551618	0.511	0.198	6.79262194350598e-43	B progenitor cells 5	BCL2L12
CKLF	6.89336378658011e-47	0.628080087519448	0.754	0.435	1.13547488292548e-42	B progenitor cells 5	CKLF
EBP	1.88822056588998e-46	0.387049175179862	0.449	0.159	3.11027691613398e-42	B progenitor cells 5	EBP
DBF4	2.39243345183707e-46	0.321149041605587	0.289	0.074	3.94081638186602e-42	B progenitor cells 5	DBF4
CDC6	2.98230580337542e-46	0.255147500469004	0.26	0.06	4.91245411932e-42	B progenitor cells 5	CDC6
PLP2	3.18131642415583e-46	0.449321727313463	0.526	0.209	5.24026441386948e-42	B progenitor cells 5	PLP2
CCDC18	3.75911089362379e-46	0.336998190754539	0.357	0.107	6.19200746397711e-42	B progenitor cells 5	CCDC18
RCCD1	5.19472054332696e-46	0.290980839092429	0.303	0.08	8.55674367896816e-42	B progenitor cells 5	RCCD1
TEX30	8.96568251976758e-46	0.297281973601634	0.331	0.094	1.47682722465612e-41	B progenitor cells 5	TEX30
TTF2	9.901179448275e-46	0.279878756426948	0.277	0.069	1.63092227871986e-41	B progenitor cells 5	TTF2
CCDC167	3.09843198757984e-45	0.383291018492943	0.48	0.178	5.10373716994151e-41	B progenitor cells 5	CCDC167
PPIA	6.39837322568846e-45	0.513304649841748	0.989	0.902	1.0539400377354e-40	B progenitor cells 5	PPIA
ARHGAP33	6.68540737883655e-45	0.284791419164701	0.291	0.076	1.10122030344196e-40	B progenitor cells 5	ARHGAP33
SSRP1	9.63209698901849e-45	0.509195037830348	0.66	0.335	1.58659901603112e-40	B progenitor cells 5	SSRP1
MAZ	1.65275258089459e-44	0.447828267623483	0.571	0.251	2.72241405124956e-40	B progenitor cells 5	MAZ
CHAF1A	1.16358523792846e-43	0.394735761521811	0.451	0.163	1.91665760391577e-39	B progenitor cells 5	CHAF1A
CCP110	1.19116666733187e-43	0.272039181836176	0.289	0.076	1.96208973442906e-39	B progenitor cells 5	CCP110
MZT2B	1.36799794019005e-43	0.564733648823941	0.903	0.64	2.25336620708104e-39	B progenitor cells 5	MZT2B
ITGB3BP	1.48670108905179e-43	0.325150581044512	0.391	0.128	2.44889403388611e-39	B progenitor cells 5	ITGB3BP
C12orf65	1.8561666282788e-43	0.335387343772994	0.377	0.121	3.05747767010084e-39	B progenitor cells 5	C12orf65
RANBP1	5.65420698812611e-43	0.601032675350304	0.937	0.668	9.31360975084133e-39	B progenitor cells 5	RANBP1
PIDD1	6.15954973363784e-43	0.285225086945289	0.289	0.077	1.01460103212482e-38	B progenitor cells 5	PIDD1
HSP90AA1	9.75765924356284e-43	0.608831615950274	0.963	0.879	1.60728163059967e-38	B progenitor cells 5	HSP90AA1
DHFR	1.55848424829372e-42	0.393833748643923	0.434	0.156	2.56713525378942e-38	B progenitor cells 5	DHFR
CBX5	2.10103570611107e-42	0.444412807681189	0.634	0.3	3.46082601510615e-38	B progenitor cells 5	CBX5
HNRNPF	3.23953173048992e-42	0.546686287871899	0.92	0.668	5.336156666463e-38	B progenitor cells 5	HNRNPF
PSMC3IP	1.12634749333602e-41	0.272781026702768	0.286	0.077	1.8553195910231e-37	B progenitor cells 5	PSMC3IP
CLTA	1.50712978423075e-41	0.459062039540223	0.657	0.331	2.48254418058489e-37	B progenitor cells 5	CLTA
PSMC3	1.60052518556118e-41	0.509756484795711	0.74	0.425	2.63638508565638e-37	B progenitor cells 5	PSMC3
RPL39L	4.59450265498928e-41	0.342677600732921	0.417	0.149	7.56806477329835e-37	B progenitor cells 5	RPL39L
STAG1	5.46625480009052e-41	0.277981092061723	0.309	0.089	9.00401490670911e-37	B progenitor cells 5	STAG1
C19orf43	1.03149770630639e-40	0.526811959371776	0.926	0.682	1.69908302182789e-36	B progenitor cells 5	C19orf43
MTRNR2L1	1.63629404817484e-40	0.284377287448997	0.277	0.075	2.6953035561536e-36	B progenitor cells 5	MTRNR2L1
TMEM107	2.98840671849778e-40	0.335785232051361	0.38	0.128	4.92250354670954e-36	B progenitor cells 5	TMEM107
MAD2L2	5.60954555346804e-40	0.455615771170209	0.546	0.249	9.24004343567255e-36	B progenitor cells 5	MAD2L2
POLR3K	6.41937586610549e-40	0.363040965640413	0.429	0.16	1.0573995926649e-35	B progenitor cells 5	POLR3K
LPCAT3	6.81501830962713e-40	0.322282439527398	0.371	0.125	1.12256981596178e-35	B progenitor cells 5	LPCAT3
MGST3	7.28295951566961e-40	0.357620488811937	0.383	0.134	1.1996490914211e-35	B progenitor cells 5	MGST3
SNRNP25	1.00838775129226e-39	0.37755575808442	0.557	0.241	1.66101630392862e-35	B progenitor cells 5	SNRNP25
CDKN1A	1.24441220681015e-39	0.328298147428196	0.326	0.1	2.04979578705769e-35	B progenitor cells 5	CDKN1A
CENPH	1.4232759292754e-39	0.358682064027614	0.446	0.168	2.34442011070244e-35	B progenitor cells 5	CENPH
MGME1	4.47157945940777e-39	0.293970951722298	0.329	0.103	7.36558568553648e-35	B progenitor cells 5	MGME1
HNRNPA3	6.1644252634924e-39	0.539085116775428	0.897	0.638	1.01540412940247e-34	B progenitor cells 5	HNRNPA3
DDX11	6.67209921926498e-39	0.264985388038556	0.306	0.091	1.09902818339733e-34	B progenitor cells 5	DDX11
EXOSC3	1.29340119715598e-38	0.276746363020591	0.314	0.096	2.13049045195533e-34	B progenitor cells 5	EXOSC3
CBFB	1.40081561059129e-38	0.384790596487948	0.509	0.216	2.30742347376597e-34	B progenitor cells 5	CBFB
RFC3	2.1233313810841e-38	0.255249026784972	0.257	0.069	3.49755145092172e-34	B progenitor cells 5	RFC3
RAD51	2.60057493162522e-38	0.285218277031265	0.303	0.089	4.28366702737306e-34	B progenitor cells 5	RAD51
MZT1	3.89009183734499e-38	0.417423429018123	0.514	0.224	6.40775927447466e-34	B progenitor cells 5	MZT1
RBX1	5.09685374408998e-38	0.508531973950216	0.866	0.578	8.39553748726502e-34	B progenitor cells 5	RBX1
CHEK1	9.64135538418921e-38	0.285710409468776	0.329	0.104	1.58812405888365e-33	B progenitor cells 5	CHEK1
POLD1	1.085516522326e-37	0.315034319373907	0.391	0.139	1.78806281557539e-33	B progenitor cells 5	POLD1
C4orf46	1.74998881646242e-37	0.272619292483739	0.314	0.097	2.8825815784769e-33	B progenitor cells 5	C4orf46
H2AFY	1.91738430862696e-37	0.507362657437532	0.96	0.797	3.15831543317032e-33	B progenitor cells 5	H2AFY
EMC9	1.98166623202646e-37	0.259616668183094	0.28	0.081	3.26420061739398e-33	B progenitor cells 5	EMC9
BLOC1S1	2.87466419955851e-37	0.436331818111806	0.657	0.34	4.73514686951278e-33	B progenitor cells 5	BLOC1S1
HCFC1R1	5.20985456877965e-37	0.274571637632508	0.277	0.081	8.58167244569384e-33	B progenitor cells 5	HCFC1R1
VRK1	5.43913764404598e-37	0.426200406932886	0.56	0.26	8.95934752727254e-33	B progenitor cells 5	VRK1
CYB5B	1.21836329762137e-36	0.392717861584459	0.589	0.283	2.00688802384192e-32	B progenitor cells 5	CYB5B
RFC5	6.39104617333791e-36	0.300592750821213	0.38	0.137	1.05273312567222e-31	B progenitor cells 5	RFC5
PRIM1	1.28292412374602e-35	0.297354165566742	0.331	0.111	2.11323261663444e-31	B progenitor cells 5	PRIM1
CRNDE	5.31251238592121e-35	0.424415636480602	0.509	0.23	8.75077040208942e-31	B progenitor cells 5	CRNDE
CACYBP	6.76900398726872e-35	0.429411131971555	0.657	0.36	1.1149903367829e-30	B progenitor cells 5	CACYBP
PA2G4	8.76859241370574e-35	0.462565099132008	0.734	0.436	1.44436254238561e-30	B progenitor cells 5	PA2G4
BANF1	9.0680471567861e-35	0.461792662273739	0.829	0.524	1.49368872766581e-30	B progenitor cells 5	BANF1
PPP4C	1.04019252053924e-34	0.427347996113045	0.854	0.571	1.71340511983224e-30	B progenitor cells 5	PPP4C
PDZD11	1.20770102894511e-34	0.274280418394401	0.349	0.121	1.98932513487839e-30	B progenitor cells 5	PDZD11
RCC1	2.47706327049544e-34	0.291932155515707	0.366	0.132	4.08021861916009e-30	B progenitor cells 5	RCC1
PAQR4	2.50810833646904e-34	0.308237677571442	0.32	0.108	4.1313560518318e-30	B progenitor cells 5	PAQR4
FDPS	5.88678291275559e-34	0.459898177741102	0.609	0.329	9.69670881389101e-30	B progenitor cells 5	FDPS
RAC2	6.93832981795231e-34	0.487924421188302	0.783	0.504	1.1428816876131e-29	B progenitor cells 5	RAC2
HSPB11	2.00329306934504e-33	0.394883399177824	0.557	0.268	3.29982434382516e-29	B progenitor cells 5	HSPB11
RAD21	2.79084175971926e-33	0.47865515376087	0.637	0.358	4.59707454660956e-29	B progenitor cells 5	RAD21
NDE1	3.36509350368218e-33	0.294948614767406	0.314	0.106	5.54298201926529e-29	B progenitor cells 5	NDE1
CSNK2B	3.56872242390105e-33	0.41386895173276	0.834	0.52	5.8783995766498e-29	B progenitor cells 5	CSNK2B
HN11	3.66415647915563e-33	0.661506943445765	0.751	0.468	6.03559855246516e-29	B progenitor cells 5	HN1
PRPSAP1	3.74448033060859e-33	0.393115513483267	0.546	0.265	6.16790800057847e-29	B progenitor cells 5	PRPSAP1
UBB	6.61005708440501e-33	0.431193444656516	1	0.992	1.08880860294319e-28	B progenitor cells 5	UBB
RBBP7	6.67348589219741e-33	0.443773240186701	0.649	0.361	1.09925659616276e-28	B progenitor cells 5	RBBP7
TIMELESS	1.05940685602917e-32	0.300582435135691	0.334	0.118	1.74505497325124e-28	B progenitor cells 5	TIMELESS
YEATS4	1.23504371466765e-32	0.380537245299921	0.471	0.208	2.03436400680056e-28	B progenitor cells 5	YEATS4
YWHAH	1.58688934434453e-32	0.463309157114056	0.78	0.505	2.61392412800431e-28	B progenitor cells 5	YWHAH
EIF4A3	1.67367506079732e-32	0.379318212222239	0.546	0.269	2.75687756014535e-28	B progenitor cells 5	EIF4A3
NFATC2IP	3.6736477686783e-32	0.309872864639463	0.409	0.165	6.0512326045669e-28	B progenitor cells 5	NFATC2IP
NONO	3.77386073800235e-32	0.428087859651232	0.894	0.623	6.21630340763747e-28	B progenitor cells 5	NONO
SRSF10	6.54383034494995e-32	0.445965574937431	0.849	0.572	1.07789973442016e-27	B progenitor cells 5	SRSF10
RP11-160E2.6	9.35794002435225e-32	0.300920673323111	0.289	0.095	1.5414398808113e-27	B progenitor cells 5	RP11-160E2.6
AARS	9.47653186233893e-32	0.302071300825992	0.36	0.135	1.56097432836447e-27	B progenitor cells 5	AARS
RMI2	1.4042172406656e-31	0.32729553578307	0.377	0.147	2.31302663882438e-27	B progenitor cells 5	RMI2
HIST1H2BG1	1.56317366895131e-31	0.618397667414415	0.494	0.235	2.5748596674966e-27	B progenitor cells 5	HIST1H2BG
ASH2L	2.15410702378616e-31	0.26376189751119	0.331	0.118	3.54824508958056e-27	B progenitor cells 5	ASH2L
GSTO1	2.17450777202993e-31	0.409808402866352	0.483	0.226	3.5818492020877e-27	B progenitor cells 5	GSTO1
VKORC1	2.9759518431113e-31	0.328221184481655	0.403	0.166	4.90198787597293e-27	B progenitor cells 5	VKORC1
HYI	3.51125897582807e-31	0.324179156687763	0.449	0.194	5.783745784984e-27	B progenitor cells 5	HYI
HAUS1	6.84062411680709e-31	0.339064808833588	0.463	0.207	1.12678760452046e-26	B progenitor cells 5	HAUS1
ZWILCH	2.1295759595471e-30	0.254456023260577	0.3	0.103	3.50783752056599e-26	B progenitor cells 5	ZWILCH
KIF5B	3.19579170509364e-30	0.494137202973829	0.683	0.434	5.26410809663025e-26	B progenitor cells 5	KIF5B
NUDT5	3.53073321570774e-30	0.406652855409586	0.58	0.316	5.81582375291379e-26	B progenitor cells 5	NUDT5
XRCC1	6.22192992960965e-30	0.271656795612737	0.343	0.129	1.0248762980053e-25	B progenitor cells 5	XRCC1
RTN3	2.65802345760717e-29	0.398790737636616	0.56	0.298	4.37829623937054e-25	B progenitor cells 5	RTN3
ING2	3.71218099319874e-29	0.25691110999918	0.311	0.112	6.11470453199696e-25	B progenitor cells 5	ING2
RBM17	4.25868332342354e-29	0.425046010565291	0.714	0.448	7.01490317034325e-25	B progenitor cells 5	RBM17
SMC1A	5.04174511935462e-29	0.323913717487512	0.411	0.176	8.30476256060093e-25	B progenitor cells 5	SMC1A
CTCF	9.10057727012646e-29	0.286765142012187	0.391	0.162	1.49904708793523e-24	B progenitor cells 5	CTCF
ACAA2	1.27998604402454e-28	0.289325978924414	0.414	0.177	2.10839301171722e-24	B progenitor cells 5	ACAA2
SLBP	1.59614769669912e-28	0.474525366347895	0.597	0.34	2.62917448600279e-24	B progenitor cells 5	SLBP
HADH	2.20262634237601e-28	0.292154676773988	0.36	0.144	3.62816611116177e-24	B progenitor cells 5	HADH
EMP3	2.32412178219052e-28	0.406163335475363	0.566	0.289	3.82829339962423e-24	B progenitor cells 5	EMP3
SRSF3	3.28271182315763e-28	0.39364930126235	0.966	0.872	5.40728291510524e-24	B progenitor cells 5	SRSF3
UFD1L	4.8229635129422e-28	0.313072392201855	0.443	0.201	7.94438549851839e-24	B progenitor cells 5	UFD1L
GPANK1	5.66820966974417e-28	0.300863642236053	0.397	0.168	9.3366749680026e-24	B progenitor cells 5	GPANK1
SNRPG	5.97487531241752e-28	0.397072708777508	0.826	0.552	9.84181461461415e-24	B progenitor cells 5	SNRPG
IPO9	8.18620942766117e-28	0.263654676308163	0.331	0.127	1.34843241692435e-23	B progenitor cells 5	IPO9
PSMG2	1.1089224099123e-27	0.324451554839661	0.494	0.239	1.82661699360754e-23	B progenitor cells 5	PSMG2
POP7	1.19578757548045e-27	0.281168622479076	0.4	0.171	1.96970129433139e-23	B progenitor cells 5	POP7
PGP	1.71014370482236e-27	0.260751272188704	0.357	0.143	2.81694871058339e-23	B progenitor cells 5	PGP
ACTL6A	3.26334398329579e-27	0.317719510751317	0.469	0.222	5.37538020928482e-23	B progenitor cells 5	ACTL6A
VDAC2	3.93765475501522e-27	0.433129386073462	0.757	0.507	6.48610491246107e-23	B progenitor cells 5	VDAC2
ILF2	5.61827671259628e-27	0.41244162781284	0.831	0.58	9.2544254009886e-23	B progenitor cells 5	ILF2
CYB5A	4.05225410155045e-26	0.278801633276074	0.397	0.174	6.67487295607391e-22	B progenitor cells 5	CYB5A
FUS	4.42094766334993e-26	0.42279835999716	0.869	0.679	7.28218499107001e-22	B progenitor cells 5	FUS
HPRT1	4.71770969591983e-26	0.319272846133121	0.463	0.224	7.77101141111914e-22	B progenitor cells 5	HPRT1
DYNLL1	4.83302672391636e-26	0.424648625262914	0.934	0.806	7.96096161963502e-22	B progenitor cells 5	DYNLL1
HNRNPD	1.11384663125617e-25	0.453156440753165	0.729	0.502	1.83472817100517e-21	B progenitor cells 5	HNRNPD
PGAM1	1.26573753517498e-25	0.368904895572581	0.691	0.424	2.08492286794023e-21	B progenitor cells 5	PGAM1
NFYB	1.39165373728391e-25	0.260702892189197	0.349	0.143	2.29233203605406e-21	B progenitor cells 5	NFYB
ALYREF	2.62879193661915e-25	0.271243745270825	0.36	0.152	4.33014607799907e-21	B progenitor cells 5	ALYREF
AP2S1	3.47789598337682e-25	0.369534548536196	0.64	0.38	5.7287902638183e-21	B progenitor cells 5	AP2S1
VDAC3	3.61349279487071e-25	0.351097627199672	0.531	0.289	5.95214533171103e-21	B progenitor cells 5	VDAC3
ZNF672	3.88105186847627e-25	0.298118364859697	0.431	0.203	6.39286863775411e-21	B progenitor cells 5	ZNF672
CDK2	4.10554570868286e-25	0.298707904238641	0.4	0.181	6.7626548913424e-21	B progenitor cells 5	CDK2
ANP32A	5.54590913426836e-25	0.354194500819883	0.726	0.452	9.13522152596685e-21	B progenitor cells 5	ANP32A
MT-ND1	6.0261789493936e-25	0.62538948504934	0.963	0.927	9.92632196544114e-21	B progenitor cells 5	MT-ND1
CORO1A	6.99167953384706e-25	0.450928486280524	0.794	0.534	1.15166945281529e-20	B progenitor cells 5	CORO1A
HSPA8	8.27768437279304e-25	0.441167464132284	0.937	0.8	1.36350016988647e-20	B progenitor cells 5	HSPA8
H2AFJ	1.10077202032801e-24	0.303950220049664	0.34	0.142	1.8131916718843e-20	B progenitor cells 5	H2AFJ
ACTB	1.70241873234674e-24	0.37531988124064	1	1	2.80422413592155e-20	B progenitor cells 5	ACTB
TALDO1	2.11444273820489e-24	0.386905035486667	0.731	0.48	3.48291007837109e-20	B progenitor cells 5	TALDO1
AP1S2	2.56069821775656e-24	0.297414118420286	0.431	0.207	4.2179821042886e-20	B progenitor cells 5	AP1S2
LSM3	3.31108345310975e-24	0.332906795556535	0.657	0.394	5.45401666396238e-20	B progenitor cells 5	LSM3
RPS27L	3.86702041123886e-24	0.445884166054173	0.626	0.381	6.36975602139265e-20	B progenitor cells 5	RPS27L
VPS29	4.10785920067289e-24	0.389997201546574	0.623	0.38	6.76646567534838e-20	B progenitor cells 5	VPS29
EXOSC8	5.67382464955075e-24	0.253416165512071	0.371	0.162	9.34592396273999e-20	B progenitor cells 5	EXOSC8
MAGOHB	6.63813916236487e-24	0.256813091006319	0.349	0.149	1.09343428282474e-19	B progenitor cells 5	MAGOHB
ZDHHC12	6.65492088983804e-24	0.281268615862393	0.406	0.188	1.09619856897412e-19	B progenitor cells 5	ZDHHC12
TPI1	7.08805753507431e-24	0.460211198287116	0.803	0.57	1.16754483717744e-19	B progenitor cells 5	TPI1
GTF3C5	1.20211228951846e-23	0.538839744522414	0.466	0.247	1.98011936329481e-19	B progenitor cells 5	GTF3C5
RAD9A	1.25695233763689e-23	0.304055100052804	0.42	0.201	2.07045189055549e-19	B progenitor cells 5	RAD9A
ILK	1.45434367898749e-23	0.27083258394949	0.423	0.2	2.3955949080282e-19	B progenitor cells 5	ILK
LSM4	1.5736434484643e-23	0.343800853302196	0.677	0.411	2.59210548831039e-19	B progenitor cells 5	LSM4
RNF26	2.20599252681496e-23	0.267653729684387	0.323	0.135	3.63371089016961e-19	B progenitor cells 5	RNF26
SMS	3.34103435343481e-23	0.32365792717874	0.623	0.361	5.50335178697781e-19	B progenitor cells 5	SMS
TMEM258	3.74631113665506e-23	0.342370809677821	0.826	0.572	6.17092370429821e-19	B progenitor cells 5	TMEM258
KHDRBS1	4.82601609851538e-23	0.388688906875004	0.809	0.604	7.94941371747454e-19	B progenitor cells 5	KHDRBS1
MCMBP	9.86917734888056e-23	0.256273810593729	0.337	0.145	1.62565089290761e-18	B progenitor cells 5	MCMBP
MCM3	1.03141088922959e-22	0.333598225506896	0.589	0.333	1.69894001673897e-18	B progenitor cells 5	MCM3
HNRNPR	1.11792587123944e-22	0.375799226814016	0.823	0.577	1.84144749510561e-18	B progenitor cells 5	HNRNPR
LBR	1.68595207732138e-22	0.377179997121348	0.603	0.37	2.77710026176378e-18	B progenitor cells 5	LBR
CLIC1	1.82876108372411e-22	0.334961263090035	0.954	0.852	3.01233525711035e-18	B progenitor cells 5	CLIC1
SLC3A2	2.27100125570065e-22	0.349812223080676	0.46	0.24	3.7407932683901e-18	B progenitor cells 5	SLC3A2
RALY	2.43195311078361e-22	0.367484655028813	0.774	0.534	4.00591316408277e-18	B progenitor cells 5	RALY
PIN1	3.00598539209466e-22	0.337423539674449	0.637	0.393	4.95145913785832e-18	B progenitor cells 5	PIN1
NUCB2	4.88321189758079e-22	0.381945495198055	0.6	0.362	8.04362663769507e-18	B progenitor cells 5	NUCB2
TAF15	5.73093656644262e-22	0.280703191039873	0.397	0.189	9.43999871224428e-18	B progenitor cells 5	TAF15
PDLIM7	9.36715731334747e-22	0.326700660724818	0.534	0.3	1.5429581526546e-17	B progenitor cells 5	PDLIM7
C19orf48	1.13870889289128e-21	0.293629387687552	0.46	0.238	1.87568128837051e-17	B progenitor cells 5	C19orf48
NUDT21	1.3768532131316e-21	0.281077679824795	0.443	0.226	2.26795261267037e-17	B progenitor cells 5	NUDT21
SNRPD3	1.68568533127402e-21	0.340719744986184	0.629	0.39	2.77666087767456e-17	B progenitor cells 5	SNRPD3
RAC1	2.09008889832848e-21	0.343747519995125	0.829	0.612	3.44279443332668e-17	B progenitor cells 5	RAC1
KDELR1	2.12149143949182e-21	0.294890055086622	0.489	0.263	3.49452069913092e-17	B progenitor cells 5	KDELR1
ANXA11	3.0326371057692e-21	0.336816426963336	0.657	0.42	4.99535984062303e-17	B progenitor cells 5	ANXA11
SUMO2	3.46368393033595e-21	0.279509081309083	0.994	0.965	5.70538017004937e-17	B progenitor cells 5	SUMO2
GINS2	4.17518681322338e-21	0.319280599336503	0.389	0.187	6.87736771874155e-17	B progenitor cells 5	GINS2
CHRAC1	4.50001977753076e-21	0.271615383653641	0.477	0.248	7.41243257754867e-17	B progenitor cells 5	CHRAC1
HNRNPAB	5.99847437512042e-21	0.312104009300823	0.506	0.281	9.88068699069835e-17	B progenitor cells 5	HNRNPAB
HACD1	6.24584846546689e-21	0.352648099843614	0.597	0.363	1.02881615923171e-16	B progenitor cells 5	HACD1
CENPT	6.73896452841771e-21	0.262954422740723	0.394	0.191	1.11004223712097e-16	B progenitor cells 5	CENPT
CHMP1A	7.76321015722059e-21	0.259241472951988	0.429	0.214	1.27875597709737e-16	B progenitor cells 5	CHMP1A
SSR3	8.61961043486823e-21	0.282228469376526	0.437	0.225	1.41982223083149e-16	B progenitor cells 5	SSR3
GNG5	8.78884184295618e-21	0.323828604071302	0.686	0.448	1.44769802837174e-16	B progenitor cells 5	GNG5
PPM1G	9.1655381785669e-21	0.316943446657995	0.591	0.357	1.50974744877354e-16	B progenitor cells 5	PPM1G
HLA-DRB5	9.30448082888326e-21	0.546294101978564	0.637	0.423	1.53263408213365e-16	B progenitor cells 5	HLA-DRB5
CDK4	1.06521125869795e-20	0.286549964583434	0.586	0.341	1.75461598532726e-16	B progenitor cells 5	CDK4
CEP57	1.29969308767565e-20	0.268032211483262	0.443	0.227	2.14085445401933e-16	B progenitor cells 5	CEP57
DDB2	1.35664624272542e-20	0.254077902982185	0.331	0.149	2.23466769101731e-16	B progenitor cells 5	DDB2
MZT2A	1.36899479024785e-20	0.323488378687576	0.691	0.455	2.25500821849627e-16	B progenitor cells 5	MZT2A
SLC25A3	1.38863439293406e-20	0.390252882613701	0.874	0.695	2.28735857204098e-16	B progenitor cells 5	SLC25A3
WDR1	1.96523612779277e-20	0.312371805511285	0.611	0.381	3.23713694970026e-16	B progenitor cells 5	WDR1
TECR	2.77528716667863e-20	0.335133621952911	0.614	0.385	4.57145302095304e-16	B progenitor cells 5	TECR
PXMP2	2.79172822466867e-20	0.287910705358631	0.506	0.279	4.59853473167423e-16	B progenitor cells 5	PXMP2
C14orf166	2.95982974706262e-20	0.310262738525522	0.731	0.487	4.87543155936154e-16	B progenitor cells 5	C14orf166
MYL12B	4.12898953959065e-20	0.337958104754075	0.849	0.644	6.80127156961371e-16	B progenitor cells 5	MYL12B
HLA-DQA2	4.19043650458476e-20	0.401842769747762	0.437	0.234	6.90248701035202e-16	B progenitor cells 5	HLA-DQA2
WHSC1L1	4.60219906771102e-20	0.288411678416533	0.497	0.274	7.58074230433359e-16	B progenitor cells 5	WHSC1L1
SNRNP40	6.65152266881121e-20	0.263177928654446	0.506	0.277	1.09563881400658e-15	B progenitor cells 5	SNRNP40
LSM2	7.74283802316184e-20	0.318249120986928	0.631	0.402	1.27540027917522e-15	B progenitor cells 5	LSM2
RBMX	8.29266395876717e-20	0.357935096639661	0.874	0.7	1.36596760728813e-15	B progenitor cells 5	RBMX
EEF1B21	1.31055512801846e-19	0.457802409241654	0.9	0.784	2.158746406872e-15	B progenitor cells 5	EEF1B2
RDX	1.72170271026043e-19	0.256391820776907	0.366	0.177	2.83598870434097e-15	B progenitor cells 5	RDX
NAP1L1	1.8719239940315e-19	0.375221499916425	0.863	0.701	3.08343320296868e-15	B progenitor cells 5	NAP1L1
NDUFA6	2.15455900002506e-19	0.288190138262755	0.557	0.329	3.54898958484128e-15	B progenitor cells 5	NDUFA6
NUDT1	2.34834109010917e-19	0.324632111680724	0.654	0.419	3.86818744362782e-15	B progenitor cells 5	NUDT1
RER1	3.94375330679939e-19	0.272497855302174	0.443	0.238	6.49615044695995e-15	B progenitor cells 5	RER1
YWHAE	4.78868696631542e-19	0.323994573621976	0.834	0.596	7.88792517091477e-15	B progenitor cells 5	YWHAE
TUBA1A1	6.24577264862755e-19	0.435611011181554	0.923	0.808	1.02880367068193e-14	B progenitor cells 5	TUBA1A
MIS18BP1	6.63359368631073e-19	0.325943287923495	0.457	0.259	1.0926855520091e-14	B progenitor cells 5	MIS18BP1
